단지명,층,건축년도,구,동,계약월,거래금액(억),유형,평
상암월드컵파크7단지,6,2005,마포구,상암동,03,14.7,대형,31.72
상암월드컵파크7단지,6,2005,마포구,상암동,06,11.4,중형,25.68
상암월드컵파크7단지,4,2005,마포구,상암동,07,11.4,중형,25.59
상암월드컵파크7단지,9,2005,마포구,상암동,12,10.0,중형,25.59
상암월드컵파크9단지,3,2010,마포구,상암동,06,10.5,중형,25.75
예인하우스,2,2012,마포구,상암동,05,5.5,중형,24.61
광남푸른마을,2,2001,마포구,서교동,02,6.5,중형,22.19
대아,9,1997,마포구,서교동,06,7.05,소형,18.14
대우미래사랑,9,2005,마포구,서교동,02,2.97,소형,10.39
대우미래사랑,10,2005,마포구,서교동,03,2.97,소형,10.39
대우미래사랑,4,2005,마포구,서교동,03,2.9,소형,10.39
대우미래사랑,11,2005,마포구,서교동,04,2.92,소형,8.89
대우미래사랑,12,2005,마포구,서교동,04,3.0,소형,10.24
대우미래사랑,5,2005,마포구,서교동,06,3.15,소형,10.39
대우미래사랑,8,2005,마포구,서교동,07,3.17,소형,10.39
메세나폴리스,27,2012,마포구,서교동,01,20.0,대형,37.23
메세나폴리스,12,2012,마포구,서교동,01,24.0,대형,43.04
메세나폴리스,33,2012,마포구,서교동,05,26.0,대형,45.15
메세나폴리스,39,2012,마포구,서교동,09,51.0,대형,67.67
메세나폴리스,23,2012,마포구,서교동,11,25.0,대형,43.04
서교푸르지오,18,2004,마포구,서교동,04,10.0,중대형,28.01
서교푸르지오,11,2004,마포구,서교동,05,11.3,중대형,28.01
서교푸르지오,15,2004,마포구,서교동,12,8.5,중대형,28.01
센트레,2,2002,마포구,서교동,06,6.2,중형,24.65
센트레,2,2002,마포구,서교동,06,6.2,중형,24.65
에덴지우,7,2011,마포구,서교동,08,6.45,중형,21.49
엘림,7,2002,마포구,서교동,07,5.7,중형,22.18
엠제이더퍼스트홍대,6,2018,마포구,서교동,04,2.6,소형,4.54
그레이스,1,2002,마포구,성산동,04,2.73,소형,11.34
대원,2,1999,마포구,성산동,05,6.95,소형,18.09
부림베스트빌,4,2002,마포구,성산동,04,6.8,중형,25.28
삼우캐슬,3,2008,마포구,성산동,08,5.2,중형,21.53
삼익플라주서교2차,6,2007,마포구,성산동,11,5.3,중형,24.57
성산동자담이움아파트,3,2006,마포구,성산동,03,7.85,중형,25.75
성산시영(대우),2,1986,마포구,성산동,03,9.9,소형,15.16
성산시영(대우),1,1986,마포구,성산동,03,9.88,소형,15.16
성산시영(대우),2,1986,마포구,성산동,03,10.1,소형,15.16
성산시영(대우),12,1986,마포구,성산동,03,10.0,소형,15.16
성산시영(대우),11,1986,마포구,성산동,03,10.7,소형,15.16
성산시영(대우),1,1986,마포구,성산동,03,10.1,소형,15.16
성산시영(대우),4,1986,마포구,성산동,04,9.0,소형,15.16
성산시영(대우),7,1986,마포구,성산동,05,10.6,소형,15.16
성산시영(대우),10,1986,마포구,성산동,05,10.2,소형,15.16
성산시영(대우),6,1986,마포구,성산동,05,7.2,소형,15.16
성산시영(대우),14,1986,마포구,성산동,05,6.826,소형,15.16
성산시영(대우),8,1986,마포구,성산동,05,10.625,소형,15.16
성산시영(대우),10,1986,마포구,성산동,06,10.69,소형,15.16
성산시영(대우),11,1986,마포구,성산동,06,10.45,소형,15.16
성산시영(대우),2,1986,마포구,성산동,12,7.9,소형,15.16
성산시영(선경),13,1986,마포구,성산동,03,9.15,소형,15.32
성산시영(선경),8,1986,마포구,성산동,04,11.7,소형,15.32
성산시영(선경),13,1986,마포구,성산동,04,11.58,소형,15.32
성산시영(선경),14,1986,마포구,성산동,06,11.4,소형,15.32
성산시영(선경),3,1986,마포구,성산동,07,9.5,소형,15.32
성산시영(선경),12,1986,마포구,성산동,10,9.3,소형,15.32
성산시영(선경),10,1986,마포구,성산동,11,8.8,소형,15.32
성산시영(선경),10,1986,마포구,성산동,11,8.8,소형,15.32
성산시영(선경),7,1986,마포구,성산동,12,8.75,소형,15.32
성산시영(유원),7,1986,마포구,성산동,02,13.0,소형,18.01
성산시영(유원),10,1986,마포구,성산동,02,12.8,소형,18.01
성산시영(유원),6,1986,마포구,성산동,03,12.6,소형,18.01
성산시영(유원),13,1986,마포구,성산동,03,12.95,소형,18.01
성산시영(유원),6,1986,마포구,성산동,03,12.45,소형,18.01
성산시영(유원),8,1986,마포구,성산동,03,12.9,소형,18.01
성산시영(유원),5,1986,마포구,성산동,04,12.98,소형,18.01
성산시영(유원),2,1986,마포구,성산동,04,12.3,소형,18.01
성산시영(유원),13,1986,마포구,성산동,05,12.9,소형,18.01
성산시영(유원),9,1986,마포구,성산동,06,13.0,소형,18.01
성산시영(유원),4,1986,마포구,성산동,06,12.83,소형,18.01
성산시영(유원),7,1986,마포구,성산동,11,9.8,소형,18.01
성산월드타운대림,9,2004,마포구,성산동,02,11.0,중형,25.62
성산월드타운대림,22,2004,마포구,성산동,02,11.0,중형,25.66
성산월드타운대림,2,2004,마포구,성산동,02,9.5,중형,25.66
성산월드타운대림,8,2004,마포구,성산동,05,12.8,대형,35.73
성산월드타운대림,3,2004,마포구,성산동,10,8.0,중형,25.66
성산힐아파트,7,2011,마포구,성산동,06,5.95,중형,20.8
엘지(214-15),3,2003,마포구,성산동,01,6.5,대형,34.44
한림101동,6,2004,마포구,성산동,05,6.9,중형,24.28
현대하이츠아파트,5,2007,마포구,성산동,07,7.85,중형,25.67
현대하이츠아파트,5,2007,마포구,성산동,11,8.2,중형,25.67
공덕프로포즈Ⅱ,17,2015,마포구,신공덕동,03,1.61,소형,4.25
공덕프로포즈Ⅱ,12,2015,마포구,신공덕동,08,1.5,소형,4.25
대우메트로디오빌,27,2005,마포구,신공덕동,01,7.1,소형,15.14
대우메트로디오빌,26,2005,마포구,신공덕동,03,4.55,소형,10.42
대우메트로디오빌,24,2005,마포구,신공덕동,04,4.4,소형,10.42
대우메트로디오빌,19,2005,마포구,신공덕동,04,4.38,소형,10.42
대우메트로디오빌,27,2005,마포구,신공덕동,10,4.25,소형,10.65
브라운스톤공덕,5,2009,마포구,신공덕동,04,14.6,소형,18.15
브라운스톤공덕,12,2009,마포구,신공덕동,04,14.78,소형,18.15
블레스하임,12,2019,마포구,신공덕동,05,4.05,소형,7.15
신공덕1차삼성래미안1아파트,1,2000,마포구,신공덕동,05,16.4,대형,34.77
신공덕1차삼성래미안1아파트,18,2000,마포구,신공덕동,05,12.8,소형,18.11
신공덕1차삼성래미안1아파트,17,2000,마포구,신공덕동,09,13.4,대형,34.77
신공덕래미안2차,11,2000,마포구,신공덕동,01,11.175,소형,18.02
신공덕래미안2차,13,2000,마포구,신공덕동,02,10.7,소형,18.02
신공덕래미안2차,13,2000,마포구,신공덕동,02,12.9,중형,25.68
신공덕래미안2차,4,2000,마포구,신공덕동,03,10.4,소형,18.02
신공덕래미안2차,4,2000,마포구,신공덕동,04,14.0,대형,34.7
신공덕래미안2차,12,2000,마포구,신공덕동,04,11.5,소형,18.02
신공덕래미안3차,12,2003,마포구,신공덕동,02,14.4,중형,25.66
신공덕래미안3차,21,2003,마포구,신공덕동,04,13.2,소형,18.17
신공덕래미안3차,7,2003,마포구,신공덕동,05,14.2,중형,25.66
펜트라우스,4,2011,마포구,신공덕동,04,18.2,대형,34.86
펜트라우스,6,2011,마포구,신공덕동,12,13.0,대형,35.08
밤섬경남아너스빌,1,2009,마포구,신수동,11,9.8,중형,25.71
세양청마루,8,2003,마포구,신수동,07,11.0,중형,25.11
신수동성원,10,1998,마포구,신수동,05,10.5,중형,25.75
신촌삼익,11,1997,마포구,신수동,03,10.7,소형,18.14
신촌숲아이파크,15,2019,마포구,신수동,02,20.5,중형,25.73
신촌숲아이파크,17,2019,마포구,신수동,03,14.7,소형,17.99
하나테크노빌,13,2002,마포구,신수동,06,2.6,소형,9.65
하나테크노빌,11,2002,마포구,신수동,10,2.3,소형,9.47
서강GS,17,1999,마포구,신정동,01,12.0,소형,18.18
서강GS,2,1999,마포구,신정동,03,14.3,중형,25.58
씨제이리버힐,8,1998,마포구,신정동,03,8.82,대형,60.66
공덕자이,6,2015,마포구,아현동,01,15.0,소형,18.18
공덕자이,6,2015,마포구,아현동,04,19.0,대형,34.85
마포래미안푸르지오1단지,8,2014,마포구,아현동,04,18.5,중형,25.64
마포래미안푸르지오1단지,11,2014,마포구,아현동,05,18.4,중형,25.64
마포래미안푸르지오1단지,4,2014,마포구,아현동,07,18.4,중형,25.64
마포래미안푸르지오2단지,9,2014,마포구,아현동,03,15.6,소형,18.17
마포래미안푸르지오2단지,2,2014,마포구,아현동,04,15.4,소형,18.17
마포래미안푸르지오2단지,17,2014,마포구,아현동,07,24.0,대형,34.77
마포래미안푸르지오2단지,10,2014,마포구,아현동,07,18.1,중형,25.57
마포래미안푸르지오2단지,23,2014,마포구,아현동,08,22.0,대형,34.77
마포래미안푸르지오3단지,4,2014,마포구,아현동,04,15.0,소형,18.17
마포래미안푸르지오3단지,4,2014,마포구,아현동,04,15.0,소형,18.17
마포래미안푸르지오3단지,11,2014,마포구,아현동,05,18.0,중형,25.64
마포래미안푸르지오3단지,8,2014,마포구,아현동,06,18.25,중형,25.72
마포래미안푸르지오3단지,7,2014,마포구,아현동,11,11.3,소형,18.17
마포래미안푸르지오3단지,8,2014,마포구,아현동,12,11.0,소형,18.16
마포래미안푸르지오4단지,21,2014,마포구,아현동,04,19.3,중형,25.57
마포래미안푸르지오4단지,17,2014,마포구,아현동,05,18.75,중형,25.72
마포래미안푸르지오4단지,7,2014,마포구,아현동,08,14.5,소형,18.17
마포래미안푸르지오4단지,5,2014,마포구,아현동,09,17.15,중형,25.72
마포래미안푸르지오4단지,16,2014,마포구,아현동,12,16.2,중형,25.72
삼환나띠르빌,2,2003,마포구,아현동,02,11.5,중형,25.73
삼환나띠르빌,3,2003,마포구,아현동,09,11.0,중형,25.73
삼환나띠르빌,9,2003,마포구,아현동,12,9.15,중형,25.73
서서울삼성,22,1998,마포구,아현동,04,7.8,소형,14.82
서서울삼성,16,1998,마포구,아현동,06,8.1,소형,14.82
애오개아이파크,8,2016,마포구,아현동,04,5.2,소형,9.09
예미원,6,1970,마포구,아현동,01,7.4,중형,20.07
노블레스(249-12),5,2003,마포구,연남동,12,6.0,중대형,25.77
대명,2,1995,마포구,연남동,03,7.9,소형,18.18
대명,16,1995,마포구,연남동,05,8.4,소형,18.18
대명,7,1995,마포구,연남동,05,8.3,소형,18.18
대명,9,1995,마포구,연남동,05,8.38,소형,18.18
대명,11,1995,마포구,연남동,05,10.9,중형,25.75
대명,1,1995,마포구,연남동,06,8.4,소형,18.18
새마을,1,1970,마포구,연남동,10,3.3,소형,12.62
코오롱,7,2003,마포구,연남동,01,10.2,소형,18.11
코오롱,4,2003,마포구,연남동,02,11.9,중형,25.74
코오롱,6,2003,마포구,연남동,03,12.0,중형,25.74
코오롱,10,2003,마포구,연남동,04,13.8,대형,34.81
코오롱,11,2003,마포구,연남동,04,10.1,소형,18.11
코오롱,8,2003,마포구,연남동,06,10.3,소형,18.11
코오롱,8,2003,마포구,연남동,06,10.3,소형,18.11
코오롱,10,2003,마포구,연남동,10,11.5,중형,25.74
홍익하이빌,2,2004,마포구,연남동,01,2.8,소형,13.47
홍익하이빌,4,2004,마포구,연남동,11,2.88,소형,13.47
마포자이,1,2003,마포구,염리동,08,16.0,중형,25.66
마포자이더센트리지(102동~112동),24,2022,마포구,염리동,07,25.4,대형,36.23
마포자이더센트리지(102동~112동),10,2022,마포구,염리동,12,13.6,중형,25.76
마포프레스티지자이,1,2021,마포구,염리동,04,13.48,소형,18.12
마포프레스티지자이,1,2021,마포구,염리동,04,24.051,대형,34.76
마포프레스티지자이,3,2021,마포구,염리동,05,11.6,소형,13.02
마포프레스티지자이,3,2021,마포구,염리동,05,11.6,소형,13.02
마포프레스티지자이,1,2021,마포구,염리동,05,10.6,소형,13.02
마포프레스티지자이,7,2021,마포구,염리동,05,14.1,소형,18.16
마포프레스티지자이,6,2021,마포구,염리동,05,14.1,소형,18.16
마포프레스티지자이,8,2021,마포구,염리동,07,15.95,소형,18.16
마포프레스티지자이,8,2021,마포구,염리동,07,15.95,소형,18.16
마포프레스티지자이,23,2021,마포구,염리동,09,18.5,중형,25.75
마포프레스티지자이,23,2021,마포구,염리동,09,19.5,중형,25.75
상록,2,1997,마포구,염리동,02,8.1,소형,15.09
상록,18,1997,마포구,염리동,03,9.1,소형,17.54
상록,13,1997,마포구,염리동,04,9.375,소형,17.79
상록,4,1997,마포구,염리동,05,8.8,소형,17.79
상록,20,1997,마포구,염리동,07,8.6,소형,17.79
상록,1,1997,마포구,염리동,09,7.1,소형,17.54
상록,15,1997,마포구,염리동,09,7.0,소형,17.79
상록,13,1997,마포구,염리동,11,6.8,소형,17.54
상록,14,1997,마포구,염리동,11,6.5,소형,15.09
상록,4,1997,마포구,염리동,12,7.0,소형,17.79
세양청마루(101동),12,2005,마포구,염리동,09,12.55,중형,25.6
염리삼성래미안,10,2001,마포구,염리동,04,17.1,대형,34.69
염리삼성래미안,16,2001,마포구,염리동,09,8.0,중형,25.75
우리파크아파트,2,2021,마포구,염리동,01,6.0,소형,6.95
우리파크아파트,5,2021,마포구,염리동,01,6.0,소형,7.03
우리파크아파트,2,2021,마포구,염리동,01,6.0,소형,5.98
우리파크아파트,1,2021,마포구,염리동,01,6.0,소형,6.94
우리파크아파트,4,2021,마포구,염리동,01,6.0,소형,6.95
우리파크아파트,4,2021,마포구,염리동,01,6.0,소형,5.97
우리파크아파트,3,2021,마포구,염리동,01,3.1,소형,6.95
우리파크아파트,4,2021,마포구,염리동,01,6.0,소형,6.72
우리파크아파트,3,2021,마포구,염리동,01,6.0,소형,5.98
우리파크아파트,2,2021,마포구,염리동,01,6.0,소형,6.72
우리파크아파트,1,2021,마포구,염리동,01,6.0,소형,8.64
우리파크아파트,1,2021,마포구,염리동,01,6.0,소형,6.95
우리파크아파트,3,2021,마포구,염리동,01,6.0,소형,5.98
우리파크아파트,4,2021,마포구,염리동,01,6.0,소형,6.68
우리파크아파트,5,2021,마포구,염리동,01,3.1,소형,6.95
우리파크아파트,1,2021,마포구,염리동,11,6.1,소형,6.95
우리파크아파트,1,2021,마포구,염리동,11,6.1,소형,6.95
중앙하이츠,13,1998,마포구,염리동,01,11.75,중형,25.4
중앙하이츠,8,1998,마포구,염리동,03,12.25,중형,25.4
중앙하이츠,9,1998,마포구,염리동,10,7.8,소형,18.18
e편한세상마포리버파크,17,2016,마포구,용강동,08,15.7,소형,18.18
마포용강삼성래미안,15,2003,마포구,용강동,05,12.7,소형,18.18
마포용강삼성래미안,9,2003,마포구,용강동,07,10.75,소형,18.18
강림월드타운,1,2002,마포구,중동,06,6.42,중형,24.12
마포중동현대,5,2001,마포구,중동,03,9.8,중형,25.73
마포중동현대,20,2001,마포구,중동,09,8.3,소형,18.15
마포중동현대,20,2001,마포구,중동,12,8.15,소형,18.15
백명TRENDYAPT,4,2004,마포구,중동,05,8.0,대형,32.48
울트라월드컵(참누리),13,2006,마포구,중동,04,12.0,중형,25.74
울트라월드컵(참누리),12,2006,마포구,중동,05,10.9,중형,25.74
중동계룡아파트,1,2000,마포구,중동,05,9.3,중형,25.64
마포웨스트리버태영데시앙,1,2019,마포구,창전동,01,14.43,중형,25.57
신촌금호,2,2001,마포구,창전동,05,9.4,중형,25.72
신촌태영데시앙,6,2003,마포구,창전동,01,12.7,중형,25.75
신촌태영데시앙,11,2003,마포구,창전동,05,12.0,중형,25.75
중앙하이츠101동,3,2007,마포구,창전동,04,5.5,소형,17.53
중앙하이츠101동,1,2007,마포구,창전동,11,4.3,소형,17.53
창전동현대홈타운,2,2005,마포구,창전동,02,12.85,중형,25.75
창전동현대홈타운,7,2005,마포구,창전동,07,12.5,소형,18.08
창전동현대홈타운,18,2005,마포구,창전동,07,13.35,중형,25.75
창전동현대홈타운,18,2005,마포구,창전동,09,13.05,중형,25.75
창전래미안,16,1998,마포구,창전동,04,12.6,중형,25.74
창전래미안,5,1998,마포구,창전동,05,13.0,대형,34.79
창전래미안,13,1998,마포구,창전동,05,12.4,중형,25.74
창전래미안,15,1998,마포구,창전동,05,14.99,대형,34.79
창전래미안,15,1998,마포구,창전동,06,12.5,중형,25.74
해모로,3,2007,마포구,창전동,06,12.0,중형,25.41
한강삼성,6,1997,마포구,토정동,03,11.7,소형,18.17
한강밤섬자이,4,2010,마포구,하중동,02,20.0,대형,40.16
두영이지안,7,2005,마포구,합정동,03,7.9,중형,22.3
마포한강2차푸르지오,14,2016,마포구,합정동,08,16.5,중형,25.29
마포한강2차푸르지오,11,2016,마포구,합정동,12,18.0,대형,33.6
펠리스아트빌,2,2003,마포구,합정동,05,9.8,중대형,30.18
한강동원아파트,8,2003,마포구,합정동,02,11.3,중형,25.73
현대하이츠,7,2004,마포구,합정동,09,5.2,소형,10.69
현대하이츠,7,2004,마포구,합정동,09,5.3,소형,10.69
래미안웰스트림,2,2016,마포구,현석동,01,20.25,대형,34.85
래미안웰스트림,3,2016,마포구,현석동,01,16.5,중형,25.75
래미안웰스트림,18,2016,마포구,현석동,04,25.0,대형,34.83
래미안웰스트림,11,2016,마포구,현석동,05,18.0,중형,25.75
래미안웰스트림,12,2016,마포구,현석동,05,19.8,중형,25.75
래미안웰스트림,14,2016,마포구,현석동,12,13.7,소형,18.17
반도유보라아일랜드,6,2008,마포구,현석동,12,19.5,대형,37.18
밤섬힐스테이트,8,1999,마포구,현석동,01,12.2,소형,18.0
DMC금호리첸시아,25,2022,서대문구,남가좌동,08,10.8,소형,18.18
DMC래미안클라시스,1,2000,서대문구,남가좌동,01,9.5,소형,18.06
DMC래미안클라시스,2,2000,서대문구,남가좌동,02,7.9,소형,18.16
DMC래미안클라시스,8,2000,서대문구,남가좌동,03,8.3,소형,18.16
DMC래미안클라시스,5,2000,서대문구,남가좌동,03,8.3,소형,18.16
DMC래미안클라시스,1,2000,서대문구,남가좌동,04,8.6,소형,18.16
DMC래미안클라시스,14,2000,서대문구,남가좌동,08,9.0,중형,25.73
DMC래미안클라시스,2,2000,서대문구,남가좌동,09,8.2,소형,18.16
DMC래미안클라시스,2,2000,서대문구,남가좌동,09,10.1,대형,34.83
DMC래미안클라시스,11,2000,서대문구,남가좌동,12,6.8,소형,18.17
DMC센트럴아이파크,5,2018,서대문구,남가좌동,02,10.95,소형,18.18
DMC센트럴아이파크,14,2018,서대문구,남가좌동,02,11.94,소형,18.15
DMC센트럴아이파크,9,2018,서대문구,남가좌동,02,16.0,대형,31.27
DMC센트럴아이파크,14,2018,서대문구,남가좌동,08,13.5,중형,25.75
DMC센트럴아이파크,19,2018,서대문구,남가좌동,08,13.0,중형,25.74
DMC센트럴아이파크,16,2018,서대문구,남가좌동,10,10.8,중형,25.73
DMC센트레빌,3,2009,서대문구,남가좌동,02,10.75,중형,25.75
DMC센트레빌,11,2009,서대문구,남가좌동,02,14.9,대형,34.8
DMC센트레빌,2,2009,서대문구,남가좌동,04,11.5,중형,25.72
DMC센트레빌,2,2009,서대문구,남가좌동,06,9.4,소형,18.17
DMC에코자이,4,2019,서대문구,남가좌동,03,10.5,소형,18.08
DMC에코자이,3,2019,서대문구,남가좌동,04,11.0,소형,18.12
DMC에코자이,7,2019,서대문구,남가좌동,06,11.0,소형,18.12
DMC에코자이,5,2019,서대문구,남가좌동,11,8.5,소형,18.12
DMC에코자이,6,2019,서대문구,남가좌동,12,8.4,소형,18.12
DMC파크뷰자이1단지,15,2015,서대문구,남가좌동,04,13.85,중형,25.75
DMC파크뷰자이1단지,20,2015,서대문구,남가좌동,04,17.48,대형,36.37
DMC파크뷰자이1단지,20,2015,서대문구,남가좌동,05,14.33,중형,25.75
DMC파크뷰자이1단지,27,2015,서대문구,남가좌동,05,14.2,중형,25.75
DMC파크뷰자이1단지,4,2015,서대문구,남가좌동,05,13.1,중형,25.75
DMC파크뷰자이1단지,17,2015,서대문구,남가좌동,06,14.05,중형,25.75
DMC파크뷰자이1단지,15,2015,서대문구,남가좌동,09,12.05,중형,25.75
DMC파크뷰자이1단지,16,2015,서대문구,남가좌동,09,12.2,중형,25.75
DMC파크뷰자이1단지,13,2015,서대문구,남가좌동,09,11.9,중형,25.75
DMC파크뷰자이1단지,27,2015,서대문구,남가좌동,10,12.0,중형,25.75
DMC파크뷰자이1단지,23,2015,서대문구,남가좌동,11,12.1,중형,25.75
DMC파크뷰자이1단지,16,2015,서대문구,남가좌동,12,8.5,중형,25.75
DMC파크뷰자이1단지,12,2015,서대문구,남가좌동,12,8.8,소형,18.18
DMC파크뷰자이2단지,3,2015,서대문구,남가좌동,02,13.0,중형,25.75
DMC파크뷰자이2단지,10,2015,서대문구,남가좌동,02,12.15,소형,18.18
DMC파크뷰자이2단지,15,2015,서대문구,남가좌동,03,13.4,중형,25.73
DMC파크뷰자이2단지,12,2015,서대문구,남가좌동,06,12.75,중형,25.75
DMC파크뷰자이2단지,14,2015,서대문구,남가좌동,08,10.7,중형,25.75
DMC파크뷰자이3단지,9,2015,서대문구,남가좌동,03,10.85,소형,18.18
DMC파크뷰자이3단지,5,2015,서대문구,남가좌동,03,11.1,소형,18.18
DMC파크뷰자이3단지,14,2015,서대문구,남가좌동,05,12.2,중형,25.75
DMC파크뷰자이3단지,14,2015,서대문구,남가좌동,05,12.2,중형,25.75
DMC파크뷰자이3단지,11,2015,서대문구,남가좌동,05,10.27,소형,18.18
DMC파크뷰자이3단지,3,2015,서대문구,남가좌동,07,9.0,소형,18.18
DMC파크뷰자이3단지,3,2015,서대문구,남가좌동,07,10.0,소형,18.18
DMC파크뷰자이4단지,13,2015,서대문구,남가좌동,08,11.5,중형,25.75
남가좌동현대,3,1999,서대문구,남가좌동,03,9.95,중형,25.69
남가좌동현대,8,1999,서대문구,남가좌동,03,8.27,소형,18.0
남가좌동현대,15,1999,서대문구,남가좌동,05,8.1,소형,18.0
남가좌동현대,13,1999,서대문구,남가좌동,06,10.4,중형,25.69
남가좌동현대,2,1999,서대문구,남가좌동,07,7.05,소형,18.0
남가좌동현대,16,1999,서대문구,남가좌동,09,6.7,소형,18.0
남가좌동현대,13,1999,서대문구,남가좌동,12,8.5,중형,25.69
남가좌동현대,16,1999,서대문구,남가좌동,12,9.15,대형,34.82
디엠씨엘가,2,2017,서대문구,남가좌동,01,3.25,소형,9.2
디엠씨엘가,3,2017,서대문구,남가좌동,02,1.4,소형,3.95
디엠씨엘가,10,2017,서대문구,남가좌동,02,3.5,소형,9.2
디엠씨엘가,3,2017,서대문구,남가좌동,02,1.38,소형,3.95
디엠씨엘가,5,2017,서대문구,남가좌동,03,3.2,소형,9.2
디엠씨엘가,4,2017,서대문구,남가좌동,04,3.2,소형,9.2
디엠씨엘가,2,2017,서대문구,남가좌동,05,3.3,소형,9.2
디엠씨엘가,2,2017,서대문구,남가좌동,05,1.4,소형,3.95
디엠씨엘가,2,2017,서대문구,남가좌동,05,1.4,소형,3.95
디엠씨엘가,5,2017,서대문구,남가좌동,06,1.375,소형,3.95
디엠씨엘가,7,2017,서대문구,남가좌동,06,3.35,소형,9.2
디엠씨엘가,8,2017,서대문구,남가좌동,06,3.275,소형,9.2
디엠씨엘가,3,2017,서대문구,남가좌동,06,1.84,소형,3.95
디엠씨엘가,12,2017,서대문구,남가좌동,07,3.6,소형,9.2
디엠씨엘가,10,2017,서대문구,남가좌동,10,2.1,소형,5.22
디엠씨엘가,3,2017,서대문구,남가좌동,11,3.4,소형,9.2
래미안남가좌2차,11,2005,서대문구,남가좌동,05,10.3,소형,18.12
래미안남가좌2차,4,2005,서대문구,남가좌동,05,11.5,중형,25.7
래미안남가좌2차,9,2005,서대문구,남가좌동,10,12.0,대형,34.79
래미안루센티아,5,2020,서대문구,남가좌동,09,9.65,소형,18.18
래미안루센티아,5,2020,서대문구,남가좌동,12,8.9,소형,18.18
쌍용스윗닷홈,4,2005,서대문구,남가좌동,05,9.5,대형,38.85
쌍용스윗닷홈,8,2005,서대문구,남가좌동,06,11.0,중형,25.75
창덕에버빌,12,1998,서대문구,남가좌동,05,6.7,중형,24.34
창덕에버빌,16,1998,서대문구,남가좌동,05,6.15,중형,24.34
돈의문센트레빌,8,2011,서대문구,냉천동,03,11.8,소형,18.18
돈의문센트레빌,10,2011,서대문구,냉천동,03,14.9,중형,25.75
돈의문센트레빌,6,2011,서대문구,냉천동,04,11.0,소형,18.18
돈의문센트레빌,8,2011,서대문구,냉천동,04,14.8,대형,34.84
돈의문센트레빌,4,2011,서대문구,냉천동,05,11.1,소형,18.18
돈의문센트레빌,9,2011,서대문구,냉천동,05,17.1,대형,34.84
돈의문센트레빌,3,2011,서대문구,냉천동,05,17.8,대형,34.84
동부센트레빌,8,2002,서대문구,냉천동,01,9.05,중형,25.74
럭키대현,15,1999,서대문구,대현동,02,5.0,소형,18.09
럭키대현,3,1999,서대문구,대현동,03,12.95,대형,36.85
럭키대현,12,1999,서대문구,대현동,08,10.5,중형,25.27
럭키대현,8,1999,서대문구,대현동,09,10.45,중형,25.27
럭키대현,8,1999,서대문구,대현동,11,8.95,중형,25.27
신촌자이엘라,23,2014,서대문구,대현동,03,2.8,소형,7.64
신촌자이엘라,21,2014,서대문구,대현동,07,2.55,소형,7.08
신촌자이엘라,20,2014,서대문구,대현동,07,3.35,소형,8.98
신촌자이엘라,16,2014,서대문구,대현동,11,2.65,소형,7.64
예스에이피엠,12,2007,서대문구,대현동,05,3.49,소형,11.73
파라타워,6,2020,서대문구,대현동,05,2.3,소형,4.94
파라타워,7,2020,서대문구,대현동,05,2.36,소형,4.79
파라타워,5,2020,서대문구,대현동,06,2.15,소형,4.94
파라타워,6,2020,서대문구,대현동,08,2.45,소형,4.79
파라타워,7,2020,서대문구,대현동,10,2.4,소형,4.79
파라타워,4,2020,서대문구,대현동,10,2.4,소형,4.94
파라타워,5,2020,서대문구,대현동,12,2.47,소형,4.79
DMC래미안e편한세상,11,2012,서대문구,북가좌동,03,13.5,중형,25.74
DMC래미안e편한세상,32,2012,서대문구,북가좌동,03,17.5,대형,46.62
DMC래미안e편한세상,14,2012,서대문구,북가좌동,03,13.4,중형,25.74
DMC래미안e편한세상,14,2012,서대문구,북가좌동,05,13.4,중형,25.74
DMC래미안e편한세상,9,2012,서대문구,북가좌동,06,12.0,중형,25.74
DMC래미안e편한세상,7,2012,서대문구,북가좌동,06,10.9,소형,18.17
DMC래미안e편한세상,5,2012,서대문구,북가좌동,07,10.9,소형,18.17
DMC래미안e편한세상,9,2012,서대문구,북가좌동,08,15.5,대형,36.65
DMC래미안e편한세상,11,2012,서대문구,북가좌동,08,11.0,중형,25.73
DMC래미안e편한세상,6,2012,서대문구,북가좌동,09,11.25,중형,25.74
DMC래미안e편한세상,19,2012,서대문구,북가좌동,10,10.5,중형,25.73
DMC래미안e편한세상,4,2012,서대문구,북가좌동,10,8.6,소형,18.17
DMC래미안e편한세상,15,2012,서대문구,북가좌동,11,9.8,중형,25.74
DMC래미안e편한세상,6,2012,서대문구,북가좌동,12,6.9,중형,25.73
DMC래미안e편한세상,9,2012,서대문구,북가좌동,12,12.5,대형,36.65
DMC서부인터빌,5,2008,서대문구,북가좌동,06,7.5,중형,25.65
DMC한양,13,1987,서대문구,북가좌동,01,9.6,중형,25.55
DMC한양,6,1987,서대문구,북가좌동,06,8.1,중형,19.8
DMC한양,13,1987,서대문구,북가좌동,07,9.6,중형,25.55
DMC현대아파트,11,2000,서대문구,북가좌동,03,6.6,소형,16.81
DMC현대아파트,8,2000,서대문구,북가좌동,11,6.5,중형,25.74
명진,4,2001,서대문구,북가좌동,06,5.0,중형,25.62
북가좌삼호,7,1996,서대문구,북가좌동,06,11.0,대형,34.55
북가좌삼호,4,1996,서대문구,북가좌동,10,8.1,중형,22.95
